task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Moving Direction	video/clevrer/video_validation/	video	False			video_13405.mp4	In which direction does the gray sphere move in the video?	Up and to the right.	['The object is stationary.', 'Down and to the left.', 'Up and to the right.', 'Up and to the left.']	1726
Moving Direction	video/clevrer/video_validation/	video	False			video_10124.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Down and to the left.', 'Down and to the right.', 'The object is stationary.', 'Up and to the right.']	1727
Moving Direction	video/clevrer/video_validation/	video	False			video_10275.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Down and to the right.', 'Down and to the left.', 'The object is stationary.', 'Up and to the left.']	1728
Moving Direction	video/clevrer/video_validation/	video	False			video_11088.mp4	Can you identify the direction of the cyan cylinder's movement in the video?	Down and to the left.	['Up and to the right.', 'The object is stationary.', 'Down and to the left.', 'Down and to the right.']	1729
Moving Direction	video/clevrer/video_validation/	video	False			video_14143.mp4	In which direction does the green sphere move in the video?	Up and to the right.	['Up and to the right.', 'Up and to the left.', 'Down and to the right.', 'Down and to the left.']	1730
Moving Direction	video/clevrer/video_validation/	video	False			video_11857.mp4	Can you identify the direction of the gray sphere's movement in the video?	The object is stationary.	['Up and to the left.', 'Down and to the right.', 'Down and to the left.', 'The object is stationary.']	1731
Moving Direction	video/clevrer/video_validation/	video	False			video_12865.mp4	Can you identify the direction of the blue sphere's movement in the video?	Down and to the right.	['Up and to the right.', 'Down and to the right.', 'The object is stationary.', 'Up and to the left.']	1732
Moving Direction	video/clevrer/video_validation/	video	False			video_14836.mp4	What direction is the cyan sphere moving in within the video?	Down and to the left.	['Up and to the right.', 'Down and to the right.', 'Down and to the left.', 'The object is stationary.']	1733
Moving Direction	video/clevrer/video_validation/	video	False			video_10760.mp4	In which direction does the red sphere move in the video?	Up and to the right.	['The object is stationary.', 'Up and to the left.', 'Up and to the right.', 'Down and to the left.']	1734
Moving Direction	video/clevrer/video_validation/	video	False			video_11135.mp4	In which direction does the gray cube move in the video?	Down and to the left.	['Down and to the left.', 'Up and to the right.', 'Down and to the right.', 'Up and to the left.']	1735
Moving Direction	video/clevrer/video_validation/	video	False			video_10676.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Down and to the left.', 'Up and to the left.', 'The object is stationary.', 'Up and to the right.']	1736
Moving Direction	video/clevrer/video_validation/	video	False			video_11444.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['The object is stationary.', 'Down and to the right.', 'Down and to the left.', 'Up and to the left.']	1737
Moving Direction	video/clevrer/video_validation/	video	False			video_11152.mp4	In which direction does the yellow cylinder move in the video?	Down and to the left.	['Down and to the left.', 'Up and to the right.', 'The object is stationary.', 'Up and to the left.']	1738
Moving Direction	video/clevrer/video_validation/	video	False			video_12637.mp4	Can you identify the direction of the gray sphere's movement in the video?	Up and to the right.	['Up and to the right.', 'The object is stationary.', 'Up and to the left.', 'Down and to the left.']	1739
Moving Direction	video/clevrer/video_validation/	video	False			video_12993.mp4	What direction is the cyan cylinder moving in within the video?	Down and to the right.	['The object is stationary.', 'Down and to the right.', 'Up and to the left.', 'Down and to the left.']	1740
Moving Direction	video/clevrer/video_validation/	video	False			video_13964.mp4	What direction is the brown sphere moving in within the video?	Up and to the right.	['Down and to the left.', 'Up and to the right.', 'The object is stationary.', 'Up and to the left.']	1741
Moving Direction	video/clevrer/video_validation/	video	False			video_13444.mp4	In which direction does the yellow sphere move in the video?	The object is stationary.	['The object is stationary.', 'Down and to the left.', 'Down and to the right.', 'Up and to the right.']	1742
Moving Direction	video/clevrer/video_validation/	video	False			video_11916.mp4	Can you identify the direction of the red sphere's movement in the video?	The object is stationary.	['Down and to the right.', 'Down and to the left.', 'Up and to the left.', 'The object is stationary.']	1743
Moving Direction	video/clevrer/video_validation/	video	False			video_11671.mp4	In which direction does the red sphere move in the video?	Up and to the left.	['The object is stationary.', 'Up and to the left.', 'Down and to the right.', 'Down and to the left.']	1744
Moving Direction	video/clevrer/video_validation/	video	False			video_12806.mp4	What direction is the blue cube moving in within the video?	Down and to the right.	['Up and to the right.', 'The object is stationary.', 'Down and to the left.', 'Down and to the right.']	1745
Moving Direction	video/clevrer/video_validation/	video	False			video_13854.mp4	Can you identify the direction of the green sphere's movement in the video?	Down and to the left.	['Down and to the left.', 'Down and to the right.', 'Up and to the left.', 'Up and to the right.']	1746
Moving Direction	video/clevrer/video_validation/	video	False			video_13559.mp4	In which direction does the purple sphere move in the video?	The object is stationary.	['Up and to the left.', 'The object is stationary.', 'Down and to the left.', 'Down and to the right.']	1747
Moving Direction	video/clevrer/video_validation/	video	False			video_10917.mp4	What direction is the red sphere moving in within the video?	Up and to the right.	['Up and to the right.', 'Down and to the left.', 'The object is stationary.', 'Down and to the right.']	1748
Moving Direction	video/clevrer/video_validation/	video	False			video_14655.mp4	In which direction does the green sphere move in the video?	Up and to the right.	['Down and to the right.', 'Up and to the left.', 'Up and to the right.', 'The object is stationary.']	1749
Moving Direction	video/clevrer/video_validation/	video	False			video_10708.mp4	What direction is the red cylinder moving in within the video?	Down and to the left.	['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'The object is stationary.']	1750
Moving Direction	video/clevrer/video_validation/	video	False			video_14844.mp4	What direction is the green sphere moving in within the video?	Up and to the left.	['Down and to the left.', 'Down and to the right.', 'The object is stationary.', 'Up and to the left.']	1751
Moving Direction	video/clevrer/video_validation/	video	False			video_14126.mp4	In which direction does the gray sphere move in the video?	Up and to the right.	['The object is stationary.', 'Up and to the left.', 'Down and to the left.', 'Up and to the right.']	1752
Moving Direction	video/clevrer/video_validation/	video	False			video_11625.mp4	In which direction does the yellow sphere move in the video?	Up and to the left.	['Up and to the left.', 'The object is stationary.', 'Down and to the right.', 'Down and to the left.']	1753
Moving Direction	video/clevrer/video_validation/	video	False			video_11981.mp4	What direction is the green sphere moving in within the video?	The object is stationary.	['Up and to the right.', 'Up and to the left.', 'Down and to the right.', 'The object is stationary.']	1754
Moving Direction	video/clevrer/video_validation/	video	False			video_10611.mp4	In which direction does the yellow sphere move in the video?	Down and to the right.	['Up and to the left.', 'Down and to the right.', 'Up and to the right.', 'The object is stationary.']	1755
Moving Direction	video/clevrer/video_validation/	video	False			video_13608.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Down and to the left.', 'The object is stationary.', 'Up and to the left.', 'Down and to the right.']	1756
Moving Direction	video/clevrer/video_validation/	video	False			video_12041.mp4	Can you identify the direction of the red sphere's movement in the video?	Up and to the right.	['Down and to the right.', 'Up and to the right.', 'The object is stationary.', 'Up and to the left.']	1757
Moving Direction	video/clevrer/video_validation/	video	False			video_13988.mp4	What direction is the gray sphere moving in within the video?	The object is stationary.	['Down and to the left.', 'The object is stationary.', 'Down and to the right.', 'Up and to the right.']	1758
Moving Direction	video/clevrer/video_validation/	video	False			video_12635.mp4	Can you identify the direction of the purple sphere's movement in the video?	Up and to the left.	['Up and to the right.', 'Up and to the left.', 'Down and to the right.', 'Down and to the left.']	1759
Moving Direction	video/clevrer/video_validation/	video	False			video_13520.mp4	Can you identify the direction of the yellow sphere's movement in the video?	The object is stationary.	['The object is stationary.', 'Up and to the left.', 'Down and to the left.', 'Down and to the right.']	1760
Moving Direction	video/clevrer/video_validation/	video	False			video_14330.mp4	Can you identify the direction of the yellow sphere's movement in the video?	The object is stationary.	['Up and to the left.', 'Down and to the right.', 'The object is stationary.', 'Up and to the right.']	1761
Moving Direction	video/clevrer/video_validation/	video	False			video_13149.mp4	Can you identify the direction of the cyan sphere's movement in the video?	Up and to the right.	['Up and to the right.', 'The object is stationary.', 'Down and to the right.', 'Up and to the left.']	1762
Moving Direction	video/clevrer/video_validation/	video	False			video_11318.mp4	In which direction does the red cylinder move in the video?	Down and to the right.	['Up and to the left.', 'Down and to the left.', 'The object is stationary.', 'Down and to the right.']	1763
Moving Direction	video/clevrer/video_validation/	video	False			video_13978.mp4	In which direction does the green cube move in the video?	Up and to the left.	['Down and to the right.', 'The object is stationary.', 'Up and to the right.', 'Up and to the left.']	1764
Moving Direction	video/clevrer/video_validation/	video	False			video_14190.mp4	Can you identify the direction of the yellow sphere's movement in the video?	Up and to the left.	['Down and to the left.', 'The object is stationary.', 'Up and to the left.', 'Down and to the right.']	1765
Moving Direction	video/clevrer/video_validation/	video	False			video_11458.mp4	In which direction does the brown sphere move in the video?	Up and to the right.	['Up and to the left.', 'Down and to the left.', 'Down and to the right.', 'Up and to the right.']	1766
Moving Direction	video/clevrer/video_validation/	video	False			video_13121.mp4	What direction is the purple sphere moving in within the video?	Up and to the right.	['Down and to the right.', 'Down and to the left.', 'Up and to the left.', 'Up and to the right.']	1767
Moving Direction	video/clevrer/video_validation/	video	False			video_11446.mp4	In which direction does the gray sphere move in the video?	Up and to the left.	['Up and to the left.', 'Up and to the right.', 'The object is stationary.', 'Down and to the right.']	1768
Moving Direction	video/clevrer/video_validation/	video	False			video_13751.mp4	Can you identify the direction of the purple sphere's movement in the video?	The object is stationary.	['Down and to the right.', 'Up and to the right.', 'The object is stationary.', 'Up and to the left.']	1769
Moving Direction	video/clevrer/video_validation/	video	False			video_13100.mp4	Can you identify the direction of the purple sphere's movement in the video?	The object is stationary.	['The object is stationary.', 'Down and to the right.', 'Up and to the right.', 'Up and to the left.']	1770
Moving Direction	video/clevrer/video_validation/	video	False			video_14425.mp4	In which direction does the red sphere move in the video?	Down and to the left.	['Up and to the right.', 'Down and to the right.', 'Down and to the left.', 'The object is stationary.']	1771
Moving Direction	video/clevrer/video_validation/	video	False			video_14897.mp4	What direction is the purple sphere moving in within the video?	Down and to the right.	['Down and to the right.', 'The object is stationary.', 'Up and to the right.', 'Up and to the left.']	1772
Moving Direction	video/clevrer/video_validation/	video	False			video_11975.mp4	Can you identify the direction of the purple sphere's movement in the video?	The object is stationary.	['Down and to the left.', 'Up and to the right.', 'Up and to the left.', 'The object is stationary.']	1773
Moving Direction	video/clevrer/video_validation/	video	False			video_12413.mp4	Can you identify the direction of the gray sphere's movement in the video?	Up and to the right.	['Up and to the left.', 'Down and to the right.', 'The object is stationary.', 'Up and to the right.']	1774
Moving Direction	video/clevrer/video_validation/	video	False			video_14346.mp4	In which direction does the brown sphere move in the video?	The object is stationary.	['Down and to the right.', 'Up and to the right.', 'The object is stationary.', 'Down and to the left.']	1775
Moving Direction	video/clevrer/video_validation/	video	False			video_13616.mp4	In which direction does the green cube move in the video?	Down and to the right.	['Up and to the right.', 'Up and to the left.', 'Down and to the right.', 'The object is stationary.']	1776
Moving Direction	video/clevrer/video_validation/	video	False			video_11949.mp4	In which direction does the cyan sphere move in the video?	Down and to the left.	['Down and to the left.', 'The object is stationary.', 'Up and to the right.', 'Down and to the right.']	1777
Moving Direction	video/clevrer/video_validation/	video	False			video_14063.mp4	In which direction does the red cube move in the video?	Down and to the right.	['Down and to the left.', 'Down and to the right.', 'Up and to the left.', 'The object is stationary.']	1778
Moving Direction	video/clevrer/video_validation/	video	False			video_13739.mp4	What direction is the blue sphere moving in within the video?	Down and to the left.	['The object is stationary.', 'Down and to the left.', 'Up and to the right.', 'Down and to the right.']	1779
Moving Direction	video/clevrer/video_validation/	video	False			video_12521.mp4	In which direction does the cyan sphere move in the video?	Down and to the right.	['Up and to the left.', 'Down and to the right.', 'Down and to the left.', 'Up and to the right.']	1780
Moving Direction	video/clevrer/video_validation/	video	False			video_14957.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Up and to the right.', 'The object is stationary.', 'Down and to the left.', 'Down and to the right.']	1781
Moving Direction	video/clevrer/video_validation/	video	False			video_12177.mp4	Can you identify the direction of the yellow sphere's movement in the video?	The object is stationary.	['Down and to the left.', 'The object is stationary.', 'Up and to the right.', 'Down and to the right.']	1782
Moving Direction	video/clevrer/video_validation/	video	False			video_11170.mp4	In which direction does the red sphere move in the video?	The object is stationary.	['Up and to the left.', 'The object is stationary.', 'Down and to the right.', 'Down and to the left.']	1783
Moving Direction	video/clevrer/video_validation/	video	False			video_10314.mp4	What direction is the gray cylinder moving in within the video?	Down and to the left.	['Down and to the right.', 'Up and to the right.', 'Down and to the left.', 'The object is stationary.']	1784
Moving Direction	video/clevrer/video_validation/	video	False			video_13235.mp4	What direction is the purple cube moving in within the video?	Down and to the right.	['Up and to the right.', 'The object is stationary.', 'Down and to the right.', 'Down and to the left.']	1785
Moving Direction	video/clevrer/video_validation/	video	False			video_14717.mp4	In which direction does the gray sphere move in the video?	Down and to the left.	['Down and to the right.', 'Down and to the left.', 'Up and to the right.', 'The object is stationary.']	1786
Moving Direction	video/clevrer/video_validation/	video	False			video_10287.mp4	In which direction does the green sphere move in the video?	Down and to the left.	['Down and to the right.', 'Up and to the left.', 'Down and to the left.', 'The object is stationary.']	1787
Moving Direction	video/clevrer/video_validation/	video	False			video_14449.mp4	In which direction does the blue sphere move in the video?	The object is stationary.	['The object is stationary.', 'Down and to the right.', 'Up and to the right.', 'Up and to the left.']	1788
Moving Direction	video/clevrer/video_validation/	video	False			video_13224.mp4	Can you identify the direction of the purple sphere's movement in the video?	The object is stationary.	['The object is stationary.', 'Down and to the right.', 'Up and to the right.', 'Up and to the left.']	1789
Moving Direction	video/clevrer/video_validation/	video	False			video_14153.mp4	What direction is the cyan sphere moving in within the video?	Up and to the right.	['Down and to the left.', 'Up and to the left.', 'Up and to the right.', 'The object is stationary.']	1790
Moving Direction	video/clevrer/video_validation/	video	False			video_11817.mp4	In which direction does the red cube move in the video?	Down and to the left.	['Up and to the left.', 'Down and to the left.', 'Down and to the right.', 'The object is stationary.']	1791
Moving Direction	video/clevrer/video_validation/	video	False			video_10384.mp4	What direction is the green sphere moving in within the video?	The object is stationary.	['Down and to the right.', 'Up and to the left.', 'The object is stationary.', 'Down and to the left.']	1792
Moving Direction	video/clevrer/video_validation/	video	False			video_12872.mp4	In which direction does the gray sphere move in the video?	Up and to the right.	['Up and to the right.', 'Down and to the left.', 'Down and to the right.', 'Up and to the left.']	1793
Moving Direction	video/clevrer/video_validation/	video	False			video_14904.mp4	What direction is the brown sphere moving in within the video?	The object is stationary.	['Down and to the right.', 'Up and to the right.', 'Up and to the left.', 'The object is stationary.']	1794
Moving Direction	video/clevrer/video_validation/	video	False			video_12617.mp4	What direction is the gray sphere moving in within the video?	Down and to the left.	['Down and to the left.', 'Down and to the right.', 'Up and to the right.', 'The object is stationary.']	1795
Moving Direction	video/clevrer/video_validation/	video	False			video_14354.mp4	In which direction does the gray sphere move in the video?	Down and to the left.	['The object is stationary.', 'Up and to the right.', 'Down and to the left.', 'Up and to the left.']	1796
Moving Direction	video/clevrer/video_validation/	video	False			video_12458.mp4	Can you identify the direction of the blue sphere's movement in the video?	Down and to the left.	['Down and to the right.', 'Down and to the left.', 'The object is stationary.', 'Up and to the right.']	1797
Moving Direction	video/clevrer/video_validation/	video	False			video_11858.mp4	Can you identify the direction of the red sphere's movement in the video?	Down and to the left.	['Down and to the left.', 'Up and to the left.', 'Down and to the right.', 'Up and to the right.']	1798
Moving Direction	video/clevrer/video_validation/	video	False			video_13809.mp4	Can you identify the direction of the blue sphere's movement in the video?	Down and to the left.	['Down and to the right.', 'Up and to the left.', 'Down and to the left.', 'Up and to the right.']	1799
Action Localization	video/sta/sta_video/	video	True	0.0	15.2	RPY8D.mp4	During which part of the video does the action 'person sitting on a couch' occur?	Throughout the entire video.	['In the middle of the video.', 'At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.']	1800
Action Localization	video/sta/sta_video/	video	True	0.0	15.7	TS2DM.mp4	Can you identify when the action 'person still smiling' happens in the video?	Throughout the entire video.	['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']	1801
Action Localization	video/sta/sta_video/	video	True	0.0	15.4	ZNQVC.mp4	In the given video, when does the action 'a person is tidying up the cabinet' take place?	Throughout the entire video.	['In the middle of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.']	1802
Action Localization	video/sta/sta_video/	video	True	19.5	36.4	EK5K1.mp4	At what moment in the video does the action 'the person takes a lollipop from a box' occur?	Throughout the entire video.	['At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1803
Action Localization	video/sta/sta_video/	video	True	14.2	31.1	L2502.mp4	When in the video sequence do we observe the action 'person fixes their hair in a mirror'?	Throughout the entire video.	['At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1804
Action Localization	video/sta/sta_video/	video	True	0.0	15.2	02DPI.mp4	At what moment in the video does the action 'the person is also watching television' occur?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1805
Action Localization	video/sta/sta_video/	video	True	0.0	18.7	TKAUR.mp4	When in the video sequence do we observe the action 'person reads a book'?	Throughout the entire video.	['In the middle of the video.', 'At the beginning of the video.', 'At the end of the video.', 'Throughout the entire video.']	1806
Action Localization	video/sta/sta_video/	video	True	21.4	37.6	NBMH9.mp4	Can you identify when the action 'person sits in a chair' happens in the video?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']	1807
Action Localization	video/sta/sta_video/	video	True	10.3	28.3	J95U1.mp4	At what moment in the video does the action 'the person picked up a phone to play with it' occur?	Throughout the entire video.	['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1808
Action Localization	video/sta/sta_video/	video	True	9.2	26.9	YAFX0.mp4	In the given video, when does the action 'person looks out the window' take place?	Throughout the entire video.	['In the middle of the video.', 'At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.']	1809
Action Localization	video/sta/sta_video/	video	True	6.0	22.8	2UQKZ.mp4	In the given video, when does the action 'person fixes their hair' take place?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1810
Action Localization	video/sta/sta_video/	video	True	20.1	44.4	QMHK8.mp4	During which part of the video does the action 'the person undresses (removes socks' occur?	Throughout the entire video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1811
Action Localization	video/sta/sta_video/	video	True	0.0	16.5	6IL0C.mp4	Can you identify when the action 'person putting books' happens in the video?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.']	1812
Action Localization	video/sta/sta_video/	video	True	19.3	37.5	G6K7T.mp4	When in the video sequence do we observe the action 'person starts washing clothes'?	Throughout the entire video.	['At the beginning of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.']	1813
Action Localization	video/sta/sta_video/	video	True	20.8	36.9	OWRDE.mp4	When in the video sequence do we observe the action 'person puts on shoes'?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.']	1814
Action Localization	video/sta/sta_video/	video	True	0.0	16.8	LQMXW.mp4	At what moment in the video does the action 'a person is walking in a room holding towel' occur?	Throughout the entire video.	['At the end of the video.', 'In the middle of the video.', 'Throughout the entire video.', 'At the beginning of the video.']	1815
Action Localization	video/sta/sta_video/	video	True	13.4	28.7	HXUI5.mp4	When in the video sequence do we observe the action 'a person is also dressing'?	Throughout the entire video.	['Throughout the entire video.', 'At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.']	1816
Action Localization	video/sta/sta_video/	video	True	19.0	34.2	28BVI.mp4	At what moment in the video does the action 'person eats some food' occur?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1817
Action Localization	video/sta/sta_video/	video	True	14.0	31.0	3W1GP.mp4	Can you identify when the action 'person open a bag' happens in the video?	Throughout the entire video.	['In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1818
Action Localization	video/sta/sta_video/	video	True	3.7	19.0	BDY1V.mp4	When in the video sequence do we observe the action 'one person undresses in front of a wardrobe'?	Throughout the entire video.	['At the beginning of the video.', 'At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1819
Action Localization	video/sta/sta_video/	video	True	0.0	18.8	0TKKR.mp4	During which part of the video does the action 'a person is sitting on a couch watching tv' occur?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.']	1820
Action Localization	video/sta/sta_video/	video	True	12.8	28.7	AX46Z.mp4	When in the video sequence do we observe the action 'person starts laughing'?	Throughout the entire video.	['In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.']	1821
Action Localization	video/sta/sta_video/	video	True	21.3	39.3	81VSN.mp4	During which part of the video does the action 'person walking through a doorway in the living room' occur?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.']	1822
Action Localization	video/sta/sta_video/	video	True	7.5	24.3	RQRRD.mp4	When in the video sequence do we observe the action 'person quickly undressing'?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1823
Action Localization	video/sta/sta_video/	video	True	7.5	27.7	3P055.mp4	Can you identify when the action 'a person is dressing in front of a mirror' happens in the video?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.']	1824
Action Localization	video/sta/sta_video/	video	True	5.9	24.8	S4P5J.mp4	When in the video sequence do we observe the action 'person putting away groceries'?	Throughout the entire video.	['Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.', 'At the beginning of the video.']	1825
Action Localization	video/sta/sta_video/	video	True	0.0	15.9	V1WN7.mp4	During which part of the video does the action 'person sitting on bed' occur?	Throughout the entire video.	['At the beginning of the video.', 'At the end of the video.', 'In the middle of the video.', 'Throughout the entire video.']	1826
Action Localization	video/sta/sta_video/	video	True	15.2	31.7	VINM0.mp4	During which part of the video does the action 'person looks out the window' occur?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.']	1827
Action Localization	video/sta/sta_video/	video	True	0.7	16.3	D0AGO.mp4	In the given video, when does the action 'person pour a glass of soda' take place?	Throughout the entire video.	['At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.']	1828
Action Localization	video/sta/sta_video/	video	True	5.8	22.2	Q948H.mp4	When in the video sequence do we observe the action 'the person takes a picture out'?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.', 'At the beginning of the video.']	1829
Action Localization	video/sta/sta_video/	video	True	16.9	32.0	JVOM3.mp4	In the given video, when does the action 'person begins to undress' take place?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1830
Action Localization	video/sta/sta_video/	video	True	3.1	18.8	O8T6G.mp4	Can you identify when the action 'a person is smiling' happens in the video?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.']	1831
Action Localization	video/sta/sta_video/	video	True	0.0	15.9	XMYXI.mp4	During which part of the video does the action 'a person is smiling' occur?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1832
Action Localization	video/sta/sta_video/	video	True	0.0	16.6	TDAY1.mp4	In the given video, when does the action 'person working on a laptop' take place?	Throughout the entire video.	['In the middle of the video.', 'At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.']	1833
Action Localization	video/sta/sta_video/	video	True	0.0	16.5	Q5YDL.mp4	During which part of the video does the action 'person playing a game on a laptop' occur?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.']	1834
Action Localization	video/sta/sta_video/	video	True	4.9	20.2	ZJRCS.mp4	Can you identify when the action 'person closes a window' happens in the video?	Throughout the entire video.	['At the end of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the beginning of the video.']	1835
Action Localization	video/sta/sta_video/	video	True	17.3	35.4	L5YHH.mp4	When in the video sequence do we observe the action 'person opens the closet'?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1836
Action Localization	video/sta/sta_video/	video	True	14.3	29.4	Z4Y04.mp4	When in the video sequence do we observe the action 'person opens the oven door'?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']	1837
Action Localization	video/sta/sta_video/	video	True	11.0	26.6	VXOE4.mp4	When in the video sequence do we observe the action 'person start working on their laptop'?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1838
Action Localization	video/sta/sta_video/	video	True	2.1	17.3	PN1F2.mp4	When in the video sequence do we observe the action 'person holding a pillow'?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']	1839
Action Localization	video/sta/sta_video/	video	True	1.8	23.6	7LWW3.mp4	During which part of the video does the action 'person looking at a book' occur?	Throughout the entire video.	['Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.']	1840
Action Localization	video/sta/sta_video/	video	True	0.0	15.6	3QL7J.mp4	During which part of the video does the action 'person cooks some food on the stove' occur?	Throughout the entire video.	['At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.', 'Throughout the entire video.']	1841
Action Localization	video/sta/sta_video/	video	True	16.7	32.2	1HZGH.mp4	When in the video sequence do we observe the action 'person putting on their shoes'?	Throughout the entire video.	['Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.']	1842
Action Localization	video/sta/sta_video/	video	True	0.0	15.9	X9M5B.mp4	Can you identify when the action 'the person is sitting in the couch with the laptop' happens in the video?	Throughout the entire video.	['In the middle of the video.', 'Throughout the entire video.', 'At the end of the video.', 'At the beginning of the video.']	1843
Action Localization	video/sta/sta_video/	video	True	17.2	33.4	47RAA.mp4	Can you identify when the action 'person takes out the phone' happens in the video?	Throughout the entire video.	['In the middle of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.']	1844
Action Localization	video/sta/sta_video/	video	True	4.9	22.4	4BIMI.mp4	When in the video sequence do we observe the action 'a person laughs to themselves'?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'At the end of the video.', 'In the middle of the video.']	1845
Action Localization	video/sta/sta_video/	video	True	15.9	35.4	TU9K1.mp4	When in the video sequence do we observe the action 'person tidying clothes'?	Throughout the entire video.	['Throughout the entire video.', 'At the beginning of the video.', 'In the middle of the video.', 'At the end of the video.']	1846
Action Localization	video/sta/sta_video/	video	True	16.4	32.2	C10FA.mp4	In the given video, when does the action 'person pour it into a glass' take place?	Throughout the entire video.	['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1847
Action Localization	video/sta/sta_video/	video	True	7.7	23.5	UKSCV.mp4	At what moment in the video does the action 'person eating something' occur?	Throughout the entire video.	['At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.', 'At the end of the video.']	1848
Action Localization	video/sta/sta_video/	video	True	0.0	15.1	9JZO2.mp4	During which part of the video does the action 'person eating a sandwich' occur?	Throughout the entire video.	['At the end of the video.', 'At the beginning of the video.', 'Throughout the entire video.', 'In the middle of the video.']	1849
Action Localization	video/sta/sta_video/	video	True	4.499999999999993	23.1	JT537.mp4	At what moment in the video does the action 'person put down broom' occur?	At the end of the video.	['At the end of the video.', 'At the beginning of the video.', 'In the middle of the video.', 'Throughout the entire video.']	1850
Action Localization	video/sta/sta_video/	video	True	2.4000000000000004	20.7	1NJOQ.mp4	In the given video, when does the action 'the person opens a cabinet' take place?	At the end of the video.	['In the middle of the video.', 'At the beginning of the video.', 'At the end of the video.', 'Throughout the entire video.']	1851
